group_id,question_ids,model
MMLU_ARRANGED_GROUP_221,"MMLU_business_ethics_TheUkPublic_0013,MMLU_high_school_geography_WhichOfThe_0065,MMLU_international_law_InOsmanV_0026,MMLU_high_school_mathematics_WhatIs$$\frac{-\frac{18}{7}}{-\frac{6}{5}}?$$_0072",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_222,"MMLU_college_physics_TheEmissionSpectrum_0085,MMLU_international_law_WhatDimensionDid_0016,MMLU_formal_logic_IdentifyTheAntecedent_0008,MMLU_high_school_mathematics_Let$f(x)=3x+4$And_0092",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_223,"MMLU_formal_logic_ConstructAComplete_0044,MMLU_high_school_mathematics_TheSymbol$5!$_0026,MMLU_miscellaneous_IfAPiece_0093,MMLU_high_school_mathematics_AVirusIs_0080",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_224,"MMLU_high_school_geography_InAPostindustrial_0094,MMLU_miscellaneous_WhichOfThe_0044,MMLU_business_ethics_________IsThe_0019,MMLU_international_law_InWhatWay_0003",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_225,"MMLU_business_ethics_Post-modernEthicsAssert_0081,MMLU_miscellaneous_Old-fashionedSteamEngines_0080,MMLU_international_law_WhatIsThe_0049,MMLU_business_ethics_The___________,Otherwise_0069",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_226,"MMLU_college_physics_TwoIdenticalSatellites,_0095,MMLU_global_facts_ControllingForInflation_0039,MMLU_high_school_geography_RegionsShareAll_0052,MMLU_college_physics_TheSurfaceOf_0081",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_227,"MMLU_global_facts_AboutWhatPercentage_0042,MMLU_miscellaneous_WhichOfThe_0045,MMLU_business_ethics_WhatAreThe_0015,MMLU_international_law_WhichPhilosopherCalled_0067",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_228,"MMLU_moral_scenarios_ForWhichOf_0088,MMLU_international_law_AreTheProvisional_0099,MMLU_high_school_geography_TheLargestHindu_0037,MMLU_miscellaneous_AccordingToLegend_0020",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_229,"MMLU_formal_logic_ConstructAComplete_0032,MMLU_business_ethics________EconomyIs_0021,MMLU_formal_logic_SelectTheBest_0083,MMLU_formal_logic_SelectTheBest_0011",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_230,"MMLU_formal_logic_WhichOfThe_0087,MMLU_formal_logic_IdentifyTheAntecedent_0034,MMLU_business_ethics_______TheWorkplace_0084,MMLU_high_school_mathematics_Mr.PatrickIs_0055",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_231,"MMLU_college_physics_ARodMeasures_0067,MMLU_formal_logic_SelectTheBest_0019,MMLU_college_physics_ASingle-electronAtom_0064,MMLU_moral_scenarios_ForWhichOf_0021",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_232,"MMLU_international_law_WhatDoesIt_0044,MMLU_high_school_geography_WhatDoThe_0087,MMLU_college_physics_TheDriverOf_0047,MMLU_formal_logic_IdentifyTheConclusion_0001",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_233,"MMLU_global_facts_PublicSpendingOn_0077,MMLU_high_school_mathematics_If3^(x–_0067,MMLU_high_school_mathematics_TheFirstTerm_0076,MMLU_global_facts_Overall,TheGrowth_0079",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_234,"MMLU_high_school_mathematics_SolveForThe_0060,MMLU_international_law_WhatIsThe_0097,MMLU_abstract_algebra_FindTheMaximum_0050,MMLU_college_physics_WhichOfThe_0060",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_235,"MMLU_global_facts_AsOf2020,_0089,MMLU_global_facts_ThePercentageOf_0063,MMLU_international_law_WhichOfThe_0050,MMLU_formal_logic_SelectTheBest_0050",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_236,"MMLU_high_school_mathematics_ARelativeMaximum_0030,MMLU_global_facts_AsOf2013,_0093,MMLU_miscellaneous_AsSeenFrom_0061,MMLU_global_facts_ControllingForInflation_0034",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_237,"MMLU_moral_scenarios_ForWhichOf_0017,MMLU_international_law_WhatWasThe_0091,MMLU_international_law_WhichOfThe_0063,MMLU_miscellaneous_MeatShouldBe_0030",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_238,"MMLU_moral_scenarios_ForWhichOf_0002,MMLU_formal_logic_SelectTheBest_0095,MMLU_business_ethics_SomeOfKey_0076,MMLU_miscellaneous_DuringWhichOf_0021",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_239,"MMLU_miscellaneous_WhichOfThe_0014,MMLU_formal_logic_SelectTheBest_0018,MMLU_abstract_algebra_FindAllZeros_0003,MMLU_moral_scenarios_ForWhichOf_0034",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_240,"MMLU_high_school_mathematics_GivenThat$a$_0095,MMLU_business_ethics_AlthoughTheBenefit_0042,MMLU_high_school_mathematics_SupposeThatThe_0052,MMLU_business_ethics_TraditionallyConsumerRights_0052",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_241,"MMLU_global_facts_AsOf2015,_0024,MMLU_formal_logic_SSelectThe_0089,MMLU_abstract_algebra_IfA=_0012,MMLU_high_school_mathematics_WhatIsThe_0021",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_242,"MMLU_formal_logic_UseIndirectTruth_0031,MMLU_business_ethics_BusinessesEngageIn_0080,MMLU_international_law_WhatIsPassive_0062,MMLU_business_ethics_________IsAny_0057",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_243,"MMLU_moral_scenarios_ForWhichOf_0058,MMLU_college_physics_A3-microfaradCapacitor_0093,MMLU_business_ethics________IsThe_0026,MMLU_business_ethics________SuchAs_0001",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_244,"MMLU_business_ethics_TheSo-calledBric_0029,MMLU_miscellaneous_PaperWillBurn_0003,MMLU_miscellaneous_ATeacherReads_0015,MMLU_abstract_algebra_ComputeTheProduct_0089",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_245,"MMLU_abstract_algebra_Statement1|_0025,MMLU_miscellaneous_WhichOfThese_0039,MMLU_international_law_WhatIsJus_0094,MMLU_high_school_mathematics_WhatIsThe_0029",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_246,"MMLU_international_law_UnderWhatCircumstances_0089,MMLU_abstract_algebra_TheSetOf_0041,MMLU_miscellaneous_APitaIs_0059,MMLU_formal_logic_IdentifyTheAntecedent_0038",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_247,"MMLU_high_school_geography_TheBirthOf_0062,MMLU_abstract_algebra_Statement1|_0084,MMLU_international_law_WhichStateOrdinarily_0001,MMLU_miscellaneous_AfterAVisit_0076",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_248,"MMLU_abstract_algebra_Statement1|_0046,MMLU_abstract_algebra_Statement1|_0083,MMLU_high_school_geography_TheProcessOf_0059,MMLU_abstract_algebra_FindTheSum_0022",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_249,"MMLU_global_facts_WhichOfThe_0025,MMLU_moral_scenarios_ForWhichOf_0015,MMLU_business_ethics__________SuchAs_0058,MMLU_business_ethics______IsA_0062",meta-llama/llama-4-scout
MMLU_ARRANGED_GROUP_250,"MMLU_moral_scenarios_ForWhichOf_0063,MMLU_business_ethics_WhichOfThe_0100,MMLU_high_school_mathematics_IfAPentagon_0001,MMLU_global_facts_AsOf2019,_0048",meta-llama/llama-4-scout
