Word,Predictions,Generated Words,Final Score,Count Words,Missed Predictions,Predicted True Count,Success Out of True,Success Out of False
Margarine,"{'spread': True, 'baking': True, 'butter': False, 'toast': False, 'yeast': False}","['spread', 'butter', 'dairy', 'saturated', 'fat']",66.67 %,3,33.33 %,2,50.00 %,33.33 %
Marmalade,"{'breakfast': True, 'spread': True, 'bread': True, 'strawberries': False}","['orange', 'breakfast', 'preserves', 'citrus', 'toast']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Marzipan,"{'cake': True, 'sweet': True, 'decoration': False, 'white': True}","['sweet', 'almond', 'german', 'christmas', 'decorative']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Mascarpone,"{'tiramisu': True, 'sweet': True, 'heavy': False, 'italy': True}","['italian', 'creamy', 'cheese', 'dessert', 'tiramisu']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Mayonnaise,"{'ketchup': False, 'sausage': True, 'fries': True, 'white': False}","['sandwich', 'salad', 'french', 'dip', 'condiment']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
McDonalds,"{'burger king': False, 'hamburger': True, 'fries': True, 'yellow': True, 'bow': False}","['burger', 'fries', 'frenchfries', 'bigmac', 'chicken']",60.00 %,5,80.00 %,3,33.33 %,100.00 %
Milk,"{'cow': True, 'white': True, 'drink': True, 'cereal': False, 'breakfast': True}","['cow', 'glass', 'breakfast', 'calcium', 'yogurt']",60.00 %,5,60.00 %,4,50.00 %,100.00 %
Mousse,"{'chocolate': True, 'airy': True, 'brown': False, 'foam': True}","['light', 'whipped', 'chocolate', 'creamy', 'delicate']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Mozzarella,"{'pizza': True, 'tomato': True, 'italy': True, 'cheese': True}","['cheese', 'italy', 'pizza', 'melting', 'italian']",75.00 %,4,25.00 %,4,75.00 %,
Muesli,"{'breakfast': True, 'cornflakes': False, 'milk': True, 'bowl': True}","['oats', 'fruit', 'granola', 'breakfast', 'healthy']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Nutella,"{'nut': False, 'nougat': False, 'cream': False, 'chocolate': True, 'breakfast': False, 'spread': True}","['chocolate', 'hazelnut', 'spread', 'crepes', 'breakfast']",75.00 %,4,25.00 %,2,100.00 %,25.00 %
Nuts,"{'macadamia': False, 'fruit': True, 'bowl': False, 'trail mix': True}","['tree', 'crunchy', 'snack', 'butter', 'shell']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Olives,"{'oil': True, 'green': True, 'black': False, 'bitter': True}","[' salad', 'healthy', 'seasoning', 'tapenade', 'italy']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Oranges,"{'tangerine': False, 'fruit': True, 'christmas': False}","['juicy', 'segmented', 'vitamin', 'citrus', 'sunshine']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Pancakes,"{'baking': True, 'sweet': True, 'jam': True, 'dessert': True, 'pie': False}","['batter', 'flipping', 'butter', 'syrup', 'breakfast']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
Pasta,"{'spaghetti': True, 'pasta': False, 'tomato sauce': True, 'italy': True}","['italy', 'spaghetti', 'meatballs', 'tomato sauce', 'cheese']",100.00 %,4,25.00 %,3,100.00 %,100.00 %
Pesto,"{'pasta': True, 'spaghetti': True, 'herbs': True, 'paste': False}","['basil', 'garlic', 'parmesan', 'olive oil', 'italian']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Pollock,"{'fish': False, 'sea': True, 'fishing': False}","['abstract', 'action', 'splatter', 'expression', 'bidirectional']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Popcorn,"{'corn': True, 'movie theater': True, 'salt': False, 'butter': True, 'sugar': False}","['movie', 'snack', 'cinema', 'salt', 'butter']",40.00 %,5,60.00 %,3,33.33 %,50.00 %
Potatoes,"{'earth': False, 'apple': False, 'brown': True, 'cooking': True, 'fries': True}","['fries', 'mash', 'baked', 'salad', 'chips']",50.00 %,4,75.00 %,3,33.33 %,50.00 %
Pudding,"{'chocolate': True, 'vanilla': True, 'sweet': True, 'dessert': True}","['sweet', 'creamy', 'dessert', 'chocolate', 'fruit']",75.00 %,4,25.00 %,4,75.00 %,
Rice,"{'asia': False, 'china': False, 'white': True, 'grain': True, 'chopsticks': True}","['asian', 'food', 'grain', 'stir-fry', 'sushi']",60.00 %,5,80.00 %,3,33.33 %,100.00 %
Rollmops,"{'fish': False, 'bread': False, 'herring': False}","['fish', 'breaded', 'crispy', 'fried', 'crispy']",66.67 %,3,66.67 %,0,,66.67 %
Rolls,"{'schrippe': False, 'semmel': True, 'baked': False, 'bakers': True}","['royce', 'racing', 'luxury', 'motor', 'sports']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Salami,"{'sausage': True, 'pork': True, 'mince': False, 'topping': False}","['italy', 'meat', 'curing', 'flavor', 'italian']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Salmon,"{'fish': True, 'sea': True, 'fishing': True, 'tuna fish': False}","['fish', 'olive', 'grill', 'pacific', 'omega']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Saltines,"{'brown': False, 'pretzels': False, 'nibbles': False}","['crackers', 'snack', 'tea', 'breakfast', 'salty']",100.00 %,3,100.00 %,0,,100.00 %
Shrimp,"{'sea': True, 'fruit': False, 'sushi': True}","['seafood', 'crustacean', 'sushi', 'prawns', 'cocktail']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Soup,"{'liquid': True, 'water': True, 'herbs': True, 'broth': True}","['broth', 'noodles', 'vegetables', 'spices', 'comfort']",25.00 %,4,75.00 %,4,25.00 %,
Speisequark,"{'potatoes': False, 'herbs': False, 'yogurt': True, 'cream': True}","['erbse', 'kartoffeln', 'zwiebeln', 'brei', ' deutschland']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Spätzle,"{'noodles': False, 'dough': False, 'austria': True}","['german', 'noodles', 'homemade', 'sausage', 'comfort']",33.33 %,3,66.67 %,1,0.00 %,50.00 %
Starbucks,"{'coffee': True, 'expensive': True, 'cup': True, 'green': True, 'usa': False}","['coffee', 'latte', 'barista', 'cup', 'store']",60.00 %,5,60.00 %,4,50.00 %,100.00 %
Steak,"{'meat': True, 'cutlet': False, 'fries': False, 't-bone': True, 'filet': True}","['grill', 'rare', 'juicy', 'tender', 'savory']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Subway,"{'sandwich': True, 'salad': True, 'meat': False, 'usa': False, 'fast food': False}","['sandwich', 'bread', 'salad', 'meatball', 'footlong']",100.00 %,5,60.00 %,2,100.00 %,100.00 %
Sushi,"{'fish': True, 'seaweed': True, 'rice': True, 'asia': False, 'china': False}","['raw', 'fish', 'rice', 'vinegar', 'rolls']",80.00 %,5,60.00 %,3,66.67 %,100.00 %
Tiramisu,"{'mascarpone': True, 'coffee': True, 'biscuit': True, 'cake': False, 'italy': True}","['coffee', 'italy', 'cream', 'ladyfinger', 'chocolate']",60.00 %,5,60.00 %,4,50.00 %,100.00 %
Toast,"{'bread': True, 'baking': False, 'white': True, 'light': False}","['butter', 'jam', 'breakfast', 'bread', 'cinnamon']",75.00 %,4,75.00 %,2,50.00 %,100.00 %
Trout,"{'fish': True, 'sea': False, 'fishing': True}","['freshwater', 'anguilla', 'pancake', 'fishing', 'mountain']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Vegetables,"{'fruit': False, 'salad': True, 'tomato': True}","['salad', 'carrot', 'broccoli', 'peas', 'tomato']",100.00 %,3,33.33 %,2,100.00 %,100.00 %
Whiskey,"{'drink': True, 'spirit': True, 'scotland': False, 'brown': True}","['scotch', 'smoky', 'irish', 'smooth', 'luxury']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Wiener,"{'hot dog': True, 'bread': False, 'austria': False}","['sausage', 'hotdog', 'frankfurt', 'vienna', 'kielbasa']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Wine,"{'drink': True, 'red': True, 'white': True, 'adult': True}","['grape', 'bottle', 'vineyard', 'glasses', 'cheese']",0.00 %,4,100.00 %,4,0.00 %,
Bono,"{'singer': True, 'u2': True, 'rock': True, 'england': False}","['u2', 'rock', 'philanthropy', 'vocals', 'guitar']",75.00 %,4,50.00 %,3,66.67 %,100.00 %
Eminem,"{'rapper': True, 'slim shady': True, 'detroit': True, 'without me': False}","['controversy', 'rap', 'aggressive', 'lyrics', 'drama']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Michelangelo,"{'painter': True, 'artist': True, 'italy': True, 'sistine chapel': True, 'renaissance': True}","['artist', 'university', 'michelangelo buonarroti', 'sculptor', 'renaissance']",40.00 %,5,60.00 %,5,40.00 %,
Rembrandt,"{'artist': True, 'painter': True, 'dutch': True, 'netherlands': True, 'portraits': True}","['masterpiece', 'light', 'shadow', 'portraiture', 'baroque']",0.00 %,5,100.00 %,5,0.00 %,
Airship,"{'hindenburg': False, 'helium': True, 'balloon': False}","['zeppelin', 'gondola', 'propeller', 'cloud', 'luxury']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Antenna,"{'tv': True, 'internet': True, 'wlan': True}","['radio', 'tv', 'wireless', 'reception', 'signal']",33.33 %,3,66.67 %,3,33.33 %,
Bedding,"{'pillow': True, 'blanket': True, 'cover': True}","['pillow', 'blanket', 'sheet', 'comforter', 'mattress']",66.67 %,3,33.33 %,3,66.67 %,
BluRay,"{'dvd': False, 'cd': False, 'movie': True, 'gigabyte': True}","['disc', 'video', 'quality', 'storage', 'format']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Broom,"{'cleaning': True, 'sweeping': True}","['sweep', 'dust', 'vacuum', 'cleaning', 'mop']",50.00 %,4,50.00 %,2,100.00 %,
Cable,"{'electricity': True, 'long': False, 'plug': True, 'television': True}","['internet', 'tv', 'phone', 'network', 'fiber']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Carpet,"{'laminate': False, 'carpeting': True, 'floor': True}","['flooring', 'cushion', 'color', 'soft', 'pattern']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Chopsticks,"{'wood': False, 'china': True, 'two': False, 'rice': True}","['asia', 'food', 'china', 'appetizers', 'dining']",75.00 %,4,75.00 %,2,50.00 %,100.00 %
Clothesline,"{'dry': True, 'hang': True, 'clip': False}","['line', 'drying', 'laundry', 'outdoor', 'hanging']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Computer,"{'pc': True, 'laptop': True, 'notebook': False, 'internet': True}","['keyboard', 'monitor', 'internet', 'software', 'processor']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Corkscrew,"{'wine': True, 'food': True, 'restaurant': False, 'waiter': False}","['twist', 'wine', 'bottle', 'turn', 'spiral']",75.00 %,4,75.00 %,2,50.00 %,100.00 %
Cutlery,"{'knife': True, 'spoon': True, 'fork': True, 'food': False, 'table': False}","['knife', 'fork', 'spoon', 'set', 'table']",100.00 %,4,25.00 %,3,100.00 %,50.00 %
Dishes,"{'cutlery': True, 'plate': True, 'knife': True, 'fork': True}","['plate', 'bowl', 'silverware', 'kitchen', 'tablecloth']",25.00 %,4,75.00 %,4,25.00 %,
Dishwasher,"{'hand wash': False, 'plate': True, 'cutlery': True}","['clean', 'popup', 'tap', 'suds', 'maintenance']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Dustpan,"{'cleaning': True, 'broom': True, 'dirt': True}","['sweep', 'clean', 'floor', 'trash', 'broom']",33.33 %,3,66.67 %,3,33.33 %,
DVD,"{'movie': True, 'player': True, 'television': False, 'cd': False}","['player', 'video', 'movie', 'record', 'disc']",100.00 %,4,50.00 %,2,100.00 %,100.00 %
Dynamo,"{'bicycle': False, 'lamp': False, 'electricity': True}","['energy', 'power', 'electricity', 'motion', 'dynamic']",100.00 %,3,66.67 %,1,100.00 %,100.00 %
Fan,"{'wind': True, 'air': True, 'cool': False}","['air', 'cooling', 'wind', 'blades', 'airflow']",100.00 %,3,33.33 %,2,100.00 %,100.00 %
Flag,"{'flag': True, 'hoist': True, 'mast': True, 'flap': False}","['national', 'patriotic', 'symbol', 'country', 'standard']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Flashlight,"{'dark': False, 'light': True, 'batteries': True}","['light', 'battery', 'dark', 'night', 'beam']",33.33 %,3,33.33 %,2,50.00 %,0.00 %
Freezer,"{'refrigerator': True, 'ice': True, 'cold': False}","['ice', 'fridge', 'frozen', 'food', 'storage']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Hammer,"{'nail': True, 'wall': False, 'tool': True}","['tool', 'nail', 'building', 'claw', 'anvil']",100.00 %,3,33.33 %,2,100.00 %,100.00 %
Helicopter,"{'rotor': True, 'fly': True, 'airplane': False}","['rotor', 'lift', 'whirlwind', 'pilot', 'rotorcraft']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Humidifier,"{'dry': False, 'wet': True, 'wind': False, 'climate': True}","['moisturizing', 'relief', 'air', 'pollution', 'cooling']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Iron,"{'shirts': False, 'hot': False, 'smooth': False}","['metal', 'strength', 'forge', 'steel', 'magnet']",100.00 %,3,100.00 %,0,,100.00 %
Kettle,"{'heat': True, 'tea': True, 'coffee': False}","['whistle', 'tea', 'boil', 'electric', 'stovetop']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Keyboard,"{'computer': True, 'keys': True, 'input': True}","['typing', 'computer', 'input', 'keys', 'typist']",100.00 %,3,0.00 %,3,100.00 %,
Mop,"{'mopping': True, 'bucket': True, 'water': True}","['cleaner', 'floor', 'broom', 'dirt', 'swab']",0.00 %,3,100.00 %,3,0.00 %,
Padlock,"{'key': True, 'lock': True, 'cellar': False}","['security', 'lock', 'chain', 'key', 'protection']",100.00 %,3,33.33 %,2,100.00 %,100.00 %
Phone,"{'long distance': True, 'cell phone': True, 'smart phone': True}","['screen', 'battery', 'ringtone', 'text', 'camera']",0.00 %,3,100.00 %,3,0.00 %,
Plunger,"{'toilet': True, 'loo': True, 'blockage': True}","['plumbing', 'drain', ' bathroom', 'unclog', ' toilet']",0.00 %,3,100.00 %,3,0.00 %,
Pot,"{'tea': True, 'coffee': False, 'transport': False, 'glass': False}","['cooking', 'stove', 'kitchen', 'brew', 'tea']",100.00 %,4,75.00 %,1,100.00 %,100.00 %
Railroad,"{'steam': True, 'rails': True, 'locomotive': True}","['train', 'track', 'station', 'conductor', 'engine']",0.00 %,3,100.00 %,3,0.00 %,
Refrigerator,"{'freeze': True, 'food': True, 'cold': True}","['chill', 'cooling', 'food', 'food preservation', 'meal']",33.33 %,3,66.67 %,3,33.33 %,
Scrubber,"{'mop': True, 'cleaning': False}","['cleaning', 'soap', 'bubbles', 'grit', 'exfoliant']",0.00 %,3,33.33 %,1,0.00 %,0.00 %
Smartphone,"{'mobile': True, 'apple': False, 'samsung': True}","['touchscreen', 'app', 'camera', 'internet', 'battery']",25.00 %,4,100.00 %,2,0.00 %,100.00 %
Streetcar,"{'train': False, 'streetcar': True, 'transportation': True, 'public transportation': True}","['transportation', 'public', 'urban', 'railway', 'commuter']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
Sunbed,"{'solarium': True, 'tan': True, 'tanning': True}","['tanning', 'vitamin', 'uv', 'relaxation', 'glow']",33.33 %,3,66.67 %,3,33.33 %,
Toaster,"{'bread': True, 'hot': True, 'reheat': True}","['butter', 'bread', 'metal', 'electric', 'bagel']",33.33 %,3,66.67 %,3,33.33 %,
Touchpad,"{'ipad': True, 'smartphone': False, 'display': True, 'touch': True}","['mouse', 'laptop', 'computer', 'gesture', 'navigation']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Tray,"{'food': True, 'transport': False, 'bring': False, 'waiter': True}","['table', 'food', 'dish', 'plate', 'bowl']",75.00 %,4,75.00 %,2,50.00 %,100.00 %
TV,"{'boob tube': True, 'tv': True, 'rtl': False, 'prosieben': False}","['remote', 'screen', 'channel', 'program', 'broadcast']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Typewriter,"{'obsolete': False, 'keys': True, 'paper': True}","['keyboard', 'paper', 'ink', 'rustic', 'literature']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Wardrobe,"{'clothes': True, 'hang': False, 'closet': True}","['clothes', 'shirt', 'pants', 'garment', 'style']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Waterbed,"{'sleep': True, 'night': True, 'pillow': False, 'comforter': False}","['creamy', 'relaxation', 'mattress', 'sofa', 'futon']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Whisk,"{'egg': True, 'beat': True, 'metal': False}","['kitchen', 'baking', 'mixing', 'batter', 'egg']",66.67 %,3,66.67 %,2,50.00 %,100.00 %
Alien,"{'sigourney weaver': False, 'ufo': True, 'space': True, 'horror': False}","['space', 'xenomorph', 'ufo', 'intergalactic', 'halloween']",100.00 %,4,50.00 %,2,100.00 %,100.00 %
Amélie,"{'drama': False, 'romance': True, 'paris': True, 'france': True}","['quirky', 'romantic', 'parisian', 'whimsical', 'optimistic']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Braveheart,"{'mel gibson': False, 'scotland': True, 'rebellion': True, 'king edward i of england': False}","['scotland', 'william wallace', 'medieval', 'independence', 'heroism']",75.00 %,4,75.00 %,2,50.00 %,100.00 %
Casablanca,"{'drama': True, 'humphrey bogart': True, 'nazis': False, 'french morocco': True}","[""rick's"", 'café', 'ilsa', 'lumière', 'morocco']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Casino,"{'drama': False, 'robert de niro': False, 'martin scorsese': False, 'mafia': True, 'gambling': True}","['gambling', 'luck', 'poker', 'vegas', 'glitz']",80.00 %,5,80.00 %,2,50.00 %,100.00 %
Deadpool,"{'action': True, 'ryan reynolds': True, 'red suit': True, 'mercenary': True}","['crazy', 'satanic', 'humorous', 'violent', 'irreverent']",0.00 %,4,100.00 %,4,0.00 %,
Downfall,"{'drama': False, 'adolf hitler': False, 'world war ii': True, 'berlin bunker': True}","['collapse', 'failure', 'decline', 'fallen', 'ruin']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Gladiator,"{'action': True, 'roman general': False, 'russell crowe': True, 'slavery': False, 'colosseum': True}","['villain', 'combat', 'sword', 'blood', 'rhine']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Goodfellas,"{'drama': True, 'robert de niro': True, 'mafia': True, 'henry hill': False}","['mob', 'gangster', 'crime', 'new york', 'organized']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Inception,"{'action': False, 'christopher nolan': False, 'leonardo dicaprio': False, 'lucid dreaming': True, 'thoughts': True}","['dream', 'heist', 'mind', 'reality', 'shadows']",60.00 %,5,100.00 %,2,0.00 %,100.00 %
Interstellar,"{'sci fi': True, 'matthew mcconaughey': False, 'space': True, 'wormhole': True, 'black hole': True}","['space', 'astronauts', 'hypnosis', 'paradox', 'time']",40.00 %,5,80.00 %,4,25.00 %,100.00 %
Jaws,"{'thriller': True, 'shark': False, 'beach': True, 'surfing': False}","['shark', 'beach', 'thriller', 'suspense', 'frightening']",75.00 %,4,25.00 %,2,100.00 %,50.00 %
Memento,"{'christopher nolan': False, 'short-term memory': False, 'murderer': False, 'leonard': True}","['memory', 'remembrance', 'narrative', 'tombstone', 'obituary']",75.00 %,4,100.00 %,1,0.00 %,100.00 %
Platoon,"{'action': True, 'vietnam war': False, 'charlie sheen': False, 'chris taylor': True}","['war', 'vietnam', 'leader', 'comrades', 'combat']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Psycho,"{'alfred hitchcock': False, 'thriller': True, 'bathroom': False, 'knife': True}","['shower', 'mask', 'violence', 'sanitarium', 'norman']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Rocky,"{'sylvester stallone': False, 'heavyweight boxing champion': False, 'eye of the tiger': True}","['boxing', 'punch', 'championship', 'philadelphia', 'inspiration']",66.67 %,3,100.00 %,1,0.00 %,100.00 %
Scarface,"{'action': True, 'tony montana': True, 'drug dealer': True, 'miami': True, 'drug cartel': True}","['violence', 'gangster', 'miami', 'power', 'bloodshed']",20.00 %,5,80.00 %,5,20.00 %,
Se7en,"{'thriller': False, 'morgan freeman': False, 'brad pitt': False, 'serial killer': True, 'deadly sins': True}","['crime', 'drugs', 'murder', 'detective', 'physics']",60.00 %,5,100.00 %,2,0.00 %,100.00 %
Shining,"{'thriller': False, 'stanley kubrick': False, 'jack nicholson': False, 'hotel': False, 'axe': False}","['light', 'bright', 'radiant', 'glowing', 'dazzling']",100.00 %,5,100.00 %,0,,100.00 %
WALL·E,"{'disney': True, 'pixar': True, 'robots': True, 'eve': False, 'space': True}","['robot', 'space', 'trash', 'love', 'abandoned']",40.00 %,5,80.00 %,4,25.00 %,100.00 %
Zootopia,"{'disney': True, 'pixar': True, 'animals': True, 'rabbit': True, 'police': False}","['animals', 'city', 'detective', 'judy hopps', 'police']",20.00 %,5,60.00 %,4,25.00 %,0.00 %
Amazon,"{'jeff bezos': False, 'prime video': False, 'books': True, 'online shop': True, 'shopping': True}","['prime', 'delivery', 'e-books', 'shopping', 'alexa']",60.00 %,5,80.00 %,3,33.33 %,100.00 %
Avatar,"{'image': True, 'photo': True, 'profile': True, 'user picture': True}","['asia', 'pandora', 'avatars', 'miles', ""na'vi""]",0.00 %,4,100.00 %,4,0.00 %,
Bitcoin,"{'ethereum': False, 'blockchain': True, 'crypto': True, 'currency': True, 'money': True}","['digital', 'cryptography', 'cryptocurrency', 'volatility', 'blockchain']",40.00 %,5,80.00 %,4,25.00 %,100.00 %
Blockchain,"{'bitcoin': True, 'ethereum': False, 'crypto': True, 'currency': True, 'money': True}","['decentralized', 'security', 'cryptocurrency', 'immutable', 'distributed']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
Blog,"{'writing': True, 'reading': True, 'comments': True, 'publishing': True, 'socialmedia': True}","['writing', 'content', 'social', 'media', 'community']",75.00 %,4,75.00 %,5,20.00 %,
Browser,"{'chrome': True, 'firefox': False, 'internet explorer': False, 'safari': False, 'websites': False}","['internet', 'navigation', 'search', 'tab', 'bookmark']",80.00 %,5,100.00 %,1,0.00 %,100.00 %
Cloud,"{'dropbox': False, 'google drive': True, 'file sharing': True, 'icloud': False, 'online': True}","['fluffy', 'white', 'rainy', 'misty', 'soft']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Coinbase,"{'crypto': True, 'ethereum': False, 'blockchain': True, 'currencies': True, 'exchange': True}","['cryptocurrency', 'trading', 'blockchain', 'investing', 'wallet']",40.00 %,5,80.00 %,4,25.00 %,100.00 %
Download,"{'browser': True, 'computer': True, 'files': True, 'images': True, 'videos': True}","['file', 'internet', 'computer', 'software', 'cloud']",20.00 %,5,80.00 %,5,20.00 %,
eBay,"{'auctions': True, 'bidding': True, 'buy': True, 'sell': True}","['auctions', 'buy', 'sell', 'online', 'marketplace']",75.00 %,4,25.00 %,4,75.00 %,
eBook,"{'amazon': False, 'kindle': True, 'books': True, 'digital': True, 'reading': True}","['digital', 'reading', 'portable', 'convenience', 'innovative']",60.00 %,5,60.00 %,4,50.00 %,100.00 %
Emoticon,"{'emotion': True, 'feelings': True, 'smiley': True, 'symbol': True}","['smile', 'smiling', 'digital', 'emotions', 'symbol']",25.00 %,4,75.00 %,4,25.00 %,
Facebook,"{'instagram': False, 'mark zuckerberg': False, 'whatsapp': False, 'blue': False, 'social network': True}","['friends', 'posts', 'feeds', 'network', 'profile']",80.00 %,5,100.00 %,1,0.00 %,100.00 %
Hacker,"{'black hoodie': False, 'fraud': True, 'password': True, 'robbery': False}","['code', 'cyber', 'security', 'malware', 'exploit']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Hype,"{'fans': True, 'hashtag': True, 'new': True, 'social network': False, 'topic': True}","['excitement', 'energy', 'frenzy', 'euphoria', 'mania']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
Influencer,"{'vip': True, 'famous': True, 'followers': True, 'impact': True, 'likes': True}","['celebrity', 'marketing', 'social', 'beauty', 'fashion']",0.00 %,5,100.00 %,5,0.00 %,
Instagram,"{'facebook': False, 'images': True, 'sharing': True, 'social network': True, 'videos': True}","['photos', 'filter', 'influencer', 'story', 'hashtag']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
Login,"{'accounts': True, 'password': True, 'profile': True, 'username': True}","['password', 'username', 'authentication', 'security', 'access']",50.00 %,4,50.00 %,4,50.00 %,
Logout,"{'login': True, 'profile': False, 'sign out': True}","['exit', 'quit', 'terminate', 'stop', 'disconnect']",33.33 %,3,100.00 %,2,0.00 %,100.00 %
Malware,"{'dangerous': True, 'ransomware': True, 'rootkit': True, 'trojan': True, 'virus': True}","['virus', 'spam', 'ransomware', 'trojan', 'scrub']",60.00 %,5,40.00 %,5,60.00 %,
Mention,"{'@': False, 'reference': True, 'social networks': False, 'username': True}","['reference', 'quote', 'cite', 'discuss', 'refer']",75.00 %,4,75.00 %,2,50.00 %,100.00 %
Nerd,"{'clever': True, 'computers': True, 'glasses': False, 'internet': True, 'pizza': False}","['glasses', 'computer', 'science', 'books', 'gaming']",20.00 %,5,80.00 %,3,0.00 %,50.00 %
Netflix,"{'binge watching': True, 'movies': True, 'online': True, 'series': True, 'streaming': True}","['streaming', 'original', 'binge', 'originals', 'series']",40.00 %,5,60.00 %,5,40.00 %,
Newsletter,"{'advertisement': False, 'email': True, 'information': True, 'regular': True, 'scheduled': True}","['email', 'subscription', 'content', 'marketing', 'update']",60.00 %,5,80.00 %,4,25.00 %,100.00 %
Password,"{'pin': True, 'login': True, 'private': True, 'registration': False, 'secret': True}","['secure', 'complex', 'unique', 'protected', 'confidential']",20.00 %,5,100.00 %,4,0.00 %,100.00 %
PayPal,"{'account': True, 'online shopping': False, 'paying': True, 'sending money': True}","['online', 'payment', 'transfers', 'transactions', 'security']",25.00 %,4,100.00 %,3,0.00 %,100.00 %
Pinterest,"{'boards': True, 'images': True, 'quotes': False, 'recipies': False, 'sharing': True}","['home decor', 'design', 'crafting', 'inspirational', 'photography']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Privacy,"{'nsa': False, 'snowden': False, 'data': True, 'details': True, 'personal': True}","['confidentiality', 'secrecy', 'anonymity', 'secured', 'private']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Signal,"{'edward snowden': False, 'whatsapp': False, 'chat': True, 'messages': True, 'messenger': True}","['alarm', 'warning', 'radio', 'light', ' morse']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Snapchat,"{'instagram': False, 'images': True, 'social network': False, 'videos': True}","['ephemeral', 'filter', 'lenses', 'stories', 'disappearing']",50.00 %,4,100.00 %,2,0.00 %,100.00 %
Spam,"{'advertisement': True, 'annoying': True, 'email': True, 'fraud': False, 'newsletter': False}","['junk', 'email', 'marketing', 'unsolicited', 'advertising']",60.00 %,5,80.00 %,3,33.33 %,100.00 %
Spotify,"{'listening': True, 'music': True, 'playlists': True, 'radio': False, 'streaming': True}","['music', 'streaming', 'playlist', 'discovery', 'podcast']",60.00 %,5,60.00 %,4,50.00 %,100.00 %
Telegram,"{'signal': True, 'whatsapp': False, 'chat': True, 'green': False, 'messages': True}","['messaging', 'secure', 'encrypted', 'cross-platform', 'instant']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Tidal,"{'hifi': False, 'listening': False, 'music': True, 'playlists': True, 'radio': True}","['ocean', 'wave', 'current', 'surf', 'coast']",40.00 %,5,100.00 %,3,0.00 %,100.00 %
Tinder,"{'app': True, 'dating': True, 'one night stand': False, 'singles': True, 'swipe': True}","['swipe', 'match', 'dating', 'app', 'hookup']",80.00 %,5,40.00 %,4,75.00 %,100.00 %
Tweet,"{'twitter': False, 'posting': True, 'short': True, 'threads': True}","['social', 'media', 'short', 'message', 'microblog']",50.00 %,4,75.00 %,3,33.33 %,100.00 %
