group_id,llm_ranking,raw_llm_ranking_output,combined_duration,total_individual_duration,measured_ranking,score,model
MMLU_ARRANGED_GROUP_228,"Q4,Q3,Q1,Q2","{""ranking"": [""Q4"", ""Q3"", ""Q1"", ""Q2""]}",1929,1562,"Q4,Q3,Q2,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_229,"Q2,Q1,Q3,Q4","{""ranking"": [""Q2"", ""Q1"", ""Q3"", ""Q4""]}",1670,5994,"Q4,Q2,Q3,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_230,"Q2,Q4,Q1,Q3","```json
{
  ""ranking"": [""Q2"", ""Q4"", ""Q1"", ""Q3""]
}
```",1529,2488,"Q2,Q1,Q4,Q3",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_231,"Q2,Q3,Q1,Q4","```json
{
  ""ranking"": [""Q2"", ""Q3"", ""Q1"", ""Q4""]
}
```",4637,2447,"Q3,Q1,Q2,Q4",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_232,"Q1,Q2,Q4,Q3","{""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]}",2118,5664,"Q1,Q2,Q3,Q4",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_233,"Q1,Q4,Q2,Q3","{""ranking"": [""Q1"", ""Q4"", ""Q2"", ""Q3""]}",3168,6752,"Q2,Q1,Q3,Q4",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_234,"Q4,Q2,Q1,Q3","```json
{
  ""ranking"": [""Q4"", ""Q2"", ""Q1"", ""Q3""]
}
```",2720,3334,"Q2,Q1,Q4,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_235,"Q1,Q2,Q3,Q4","```json
{
  ""ranking"": [""Q1"", ""Q2"", ""Q3"", ""Q4""]
}
```",1224,2850,"Q3,Q1,Q4,Q2",0.5,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_236,"Q3,Q2,Q4,Q1","{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}",2290,4971,"Q3,Q1,Q2,Q4",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_237,"Q4,Q3,Q1,Q2","```json
{
  ""ranking"": [""Q4"", ""Q3"", ""Q1"", ""Q2""]
}
```",2722,1913,"Q4,Q3,Q2,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_238,"Q4,Q1,Q2,Q3","{""ranking"": [""Q4"", ""Q1"", ""Q2"", ""Q3""]}",1632,2808,"Q3,Q4,Q2,Q1",0.3333333333333333,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_239,"Q1,Q2,Q4,Q3","```json
{
  ""ranking"": [""Q1"", ""Q2"", ""Q4"", ""Q3""]
}
```",1314,2448,"Q4,Q1,Q2,Q3",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_240,"Q2,Q3,Q4,Q1","```json
{
  ""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]
}
```",2870,2662,"Q2,Q4,Q3,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_241,"Q1,Q3,Q4,Q2","```json
{
  ""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]
}
```",1194,2260,"Q1,Q3,Q4,Q2",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_242,"Q3,Q2,Q4,Q1","{""ranking"": [""Q3"", ""Q2"", ""Q4"", ""Q1""]}",1801,3050,"Q3,Q2,Q4,Q1",1.0,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_243,"Q3,Q1,Q4,Q2","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]
}
```",1212,6054,"Q3,Q4,Q2,Q1",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_244,"Q2,Q3,Q4,Q1","{""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]}",2124,1257,"Q3,Q2,Q4,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_245,"Q2,Q3,Q4,Q1","{""ranking"": [""Q2"", ""Q3"", ""Q4"", ""Q1""]}",1207,2242,"Q3,Q2,Q4,Q1",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_246,"Q3,Q4,Q2,Q1","```json
{
  ""ranking"": [""Q3"", ""Q4"", ""Q2"", ""Q1""]
}
```",2283,1541,"Q3,Q4,Q1,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_247,"Q3,Q1,Q4,Q2","```json
{
  ""ranking"": [""Q3"", ""Q1"", ""Q4"", ""Q2""]
}
```",1417,1649,"Q3,Q4,Q1,Q2",0.8333333333333334,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_248,"Q3,Q1,Q2,Q4","{""ranking"": [""Q3"", ""Q1"", ""Q2"", ""Q4""]}",1475,2655,"Q1,Q3,Q4,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_249,"Q1,Q3,Q4,Q2","{""ranking"": [""Q1"", ""Q3"", ""Q4"", ""Q2""]}",1949,1291,"Q3,Q4,Q1,Q2",0.6666666666666666,deepseek/deepseek-r1
MMLU_ARRANGED_GROUP_250,"Q2,Q4,Q1,Q3","{""ranking"": [""Q2"", ""Q4"", ""Q1"", ""Q3""]}",2674,2874,"Q2,Q3,Q4,Q1",0.6666666666666666,deepseek/deepseek-r1
